country_name,year,cow_code,dd,polity_iv
Albania,1986,339,Autocracy,-9
Albania,1987,339,Autocracy,-9
Albania,1988,339,Autocracy,-9
Albania,1989,339,Autocracy,-9
Albania,1990,339,Autocracy,1
Albania,1991,339,Democracy,1
Albania,1992,339,Democracy,5
Albania,1993,339,Democracy,5
Albania,1994,339,Democracy,5
Albania,1995,339,Democracy,5
Albania,1996,339,Democracy,0
Albania,1997,339,Democracy,5
Albania,1998,339,Democracy,5
Albania,1999,339,Democracy,5
Albania,2000,339,Democracy,5
Albania,2001,339,Democracy,5
Albania,2002,339,Democracy,7
Albania,2003,339,Democracy,7
Albania,2004,339,Democracy,7
Albania,2005,339,Democracy,9
Albania,2006,339,Democracy,9
Albania,2007,339,Democracy,9
Albania,2008,339,Democracy,9
Algeria,1962,615,Autocracy,-8
Algeria,1963,615,Autocracy,-8
Algeria,1964,615,Autocracy,-8
Algeria,1965,615,Autocracy,-9
Algeria,1966,615,Autocracy,-9
Algeria,1967,615,Autocracy,-9
Algeria,1968,615,Autocracy,-9
Algeria,1969,615,Autocracy,-9
Algeria,1970,615,Autocracy,-9
Algeria,1971,615,Autocracy,-9
Algeria,1972,615,Autocracy,-9
Algeria,1973,615,Autocracy,-9
Algeria,1974,615,Autocracy,-9
Algeria,1975,615,Autocracy,-9
Algeria,1976,615,Autocracy,-9
Algeria,1977,615,Autocracy,-9
Algeria,1978,615,Autocracy,-9
Algeria,1979,615,Autocracy,-9
Algeria,1980,615,Autocracy,-9
Algeria,1981,615,Autocracy,-9
Algeria,1982,615,Autocracy,-9
Algeria,1983,615,Autocracy,-9
Algeria,1984,615,Autocracy,-9
Algeria,1985,615,Autocracy,-9
Algeria,1986,615,Autocracy,-9
Algeria,1987,615,Autocracy,-9
Algeria,1988,615,Autocracy,-9
Algeria,1989,615,Autocracy,-2
Algeria,1990,615,Autocracy,-2
Algeria,1991,615,Autocracy,-2
Algeria,1992,615,Autocracy,-7
Algeria,1993,615,Autocracy,-7
Algeria,1994,615,Autocracy,-7
Algeria,1995,615,Autocracy,-3
Algeria,1996,615,Autocracy,-3
Algeria,1997,615,Autocracy,-3
Algeria,1998,615,Autocracy,-3
Algeria,1999,615,Autocracy,-3
Algeria,2000,615,Autocracy,-3
Algeria,2001,615,Autocracy,-3
Algeria,2002,615,Autocracy,-3
Algeria,2003,615,Autocracy,-3
Algeria,2004,615,Autocracy,2
Algeria,2005,615,Autocracy,2
Algeria,2006,615,Autocracy,2
Algeria,2007,615,Autocracy,2
Algeria,2008,615,Autocracy,2
Angola,1975,540,Autocracy,-7
Angola,1976,540,Autocracy,-7
Angola,1977,540,Autocracy,-7
Angola,1978,540,Autocracy,-7
Angola,1979,540,Autocracy,-7
Angola,1980,540,Autocracy,-7
Angola,1981,540,Autocracy,-7
Angola,1982,540,Autocracy,-7
Angola,1983,540,Autocracy,-7
Angola,1984,540,Autocracy,-7
Angola,1985,540,Autocracy,-7
Angola,1986,540,Autocracy,-7
Angola,1987,540,Autocracy,-7
Angola,1988,540,Autocracy,-7
Angola,1989,540,Autocracy,-7
Angola,1990,540,Autocracy,-7
Angola,1997,540,Autocracy,-3
Angola,1998,540,Autocracy,-3
Angola,1999,540,Autocracy,-3
Angola,2000,540,Autocracy,-3
Angola,2001,540,Autocracy,-3
Angola,2002,540,Autocracy,-2
Angola,2003,540,Autocracy,-2
Angola,2004,540,Autocracy,-2
Angola,2005,540,Autocracy,-2
Angola,2006,540,Autocracy,-2
Angola,2007,540,Autocracy,-2
Angola,2008,540,Autocracy,-2
Argentina,1948,160,Democracy,-9
Argentina,1949,160,Democracy,-9
Argentina,1950,160,Democracy,-9
Argentina,1951,160,Democracy,-9
Argentina,1952,160,Democracy,-9
Argentina,1953,160,Democracy,-9
Argentina,1954,160,Democracy,-9
Argentina,1957,160,Autocracy,-1
Argentina,1958,160,Democracy,-1
Argentina,1959,160,Democracy,-1
Argentina,1960,160,Democracy,-1
Argentina,1961,160,Democracy,-1
Argentina,1962,160,Autocracy,-1
Argentina,1963,160,Democracy,-1
Argentina,1964,160,Democracy,-1
Argentina,1965,160,Democracy,-1
Argentina,1966,160,Autocracy,-9
Argentina,1967,160,Autocracy,-9
Argentina,1968,160,Autocracy,-9
Argentina,1969,160,Autocracy,-9
Argentina,1970,160,Autocracy,-9
Argentina,1971,160,Autocracy,-9
Argentina,1972,160,Autocracy,-9
Argentina,1973,160,Democracy,6
Argentina,1974,160,Democracy,6
Argentina,1975,160,Democracy,6
Argentina,1976,160,Autocracy,-9
Argentina,1977,160,Autocracy,-9
Argentina,1978,160,Autocracy,-9
Argentina,1979,160,Autocracy,-9
Argentina,1980,160,Autocracy,-9
Argentina,1981,160,Autocracy,-8
Argentina,1982,160,Autocracy,-8
Argentina,1983,160,Democracy,8
Argentina,1984,160,Democracy,8
Argentina,1985,160,Democracy,8
Argentina,1986,160,Democracy,8
Argentina,1987,160,Democracy,8
Argentina,1988,160,Democracy,8
Argentina,1989,160,Democracy,7
Argentina,1990,160,Democracy,7
Argentina,1991,160,Democracy,7
Argentina,1992,160,Democracy,7
Argentina,1993,160,Democracy,7
Argentina,1994,160,Democracy,7
Argentina,1995,160,Democracy,7
Argentina,1996,160,Democracy,7
Argentina,1997,160,Democracy,7
Argentina,1998,160,Democracy,7
Argentina,1999,160,Democracy,8
Argentina,2000,160,Democracy,8
Argentina,2001,160,Democracy,8
Argentina,2002,160,Democracy,8
Argentina,2003,160,Democracy,8
Argentina,2004,160,Democracy,8
Argentina,2005,160,Democracy,8
Argentina,2006,160,Democracy,8
Argentina,2007,160,Democracy,8
Argentina,2008,160,Democracy,8
Armenia,1991,371,Democracy,7
Armenia,1992,371,Democracy,7
Armenia,1993,371,Democracy,7
Armenia,1994,371,Democracy,7
Armenia,1995,371,Democracy,3
Armenia,1996,371,Democracy,-6
Armenia,1997,371,Democracy,-6
Armenia,1998,371,Democracy,5
Armenia,1999,371,Democracy,5
Armenia,2000,371,Democracy,5
Armenia,2001,371,Democracy,5
Armenia,2002,371,Democracy,5
Armenia,2003,371,Democracy,5
Armenia,2004,371,Democracy,5
Armenia,2005,371,Democracy,5
Armenia,2006,371,Democracy,5
Armenia,2007,371,Democracy,5
Armenia,2008,371,Democracy,5
Australia,1946,900,Democracy,10
Australia,1947,900,Democracy,10
Australia,1948,900,Democracy,10
Australia,1949,900,Democracy,10
Australia,1950,900,Democracy,10
Australia,1951,900,Democracy,10
Australia,1952,900,Democracy,10
Australia,1953,900,Democracy,10
Australia,1954,900,Democracy,10
Australia,1955,900,Democracy,10
Australia,1956,900,Democracy,10
Australia,1957,900,Democracy,10
Australia,1958,900,Democracy,10
Australia,1959,900,Democracy,10
Australia,1960,900,Democracy,10
Australia,1961,900,Democracy,10
Australia,1962,900,Democracy,10
Australia,1963,900,Democracy,10
Australia,1964,900,Democracy,10
Australia,1965,900,Democracy,10
Australia,1966,900,Democracy,10
Australia,1967,900,Democracy,10
Australia,1968,900,Democracy,10
Australia,1969,900,Democracy,10
Australia,1970,900,Democracy,10
Australia,1971,900,Democracy,10
Australia,1972,900,Democracy,10
Australia,1973,900,Democracy,10
Australia,1974,900,Democracy,10
Australia,1975,900,Democracy,10
Australia,1976,900,Democracy,10
Australia,1977,900,Democracy,10
Australia,1978,900,Democracy,10
Australia,1979,900,Democracy,10
Australia,1980,900,Democracy,10
Australia,1981,900,Democracy,10
Australia,1982,900,Democracy,10
Australia,1983,900,Democracy,10
Australia,1984,900,Democracy,10
Australia,1985,900,Democracy,10
Australia,1986,900,Democracy,10
Australia,1987,900,Democracy,10
Australia,1988,900,Democracy,10
Australia,1989,900,Democracy,10
Australia,1990,900,Democracy,10
Australia,1991,900,Democracy,10
Australia,1992,900,Democracy,10
Australia,1993,900,Democracy,10
Australia,1994,900,Democracy,10
Australia,1995,900,Democracy,10
Australia,1996,900,Democracy,10
Australia,1997,900,Democracy,10
Australia,1998,900,Democracy,10
Australia,1999,900,Democracy,10
Australia,2000,900,Democracy,10
Australia,2001,900,Democracy,10
Australia,2002,900,Democracy,10
Australia,2003,900,Democracy,10
Australia,2004,900,Democracy,10
Australia,2005,900,Democracy,10
Australia,2006,900,Democracy,10
Australia,2007,900,Democracy,10
Australia,2008,900,Democracy,10
Austria,1946,305,Democracy,10
Austria,1947,305,Democracy,10
Austria,1948,305,Democracy,10
Austria,1949,305,Democracy,10
Austria,1950,305,Democracy,10
Austria,1951,305,Democracy,10
Austria,1952,305,Democracy,10
Austria,1953,305,Democracy,10
Austria,1954,305,Democracy,10
Austria,1955,305,Democracy,10
Austria,1956,305,Democracy,10
Austria,1957,305,Democracy,10
Austria,1958,305,Democracy,10
Austria,1959,305,Democracy,10
Austria,1960,305,Democracy,10
Austria,1961,305,Democracy,10
Austria,1962,305,Democracy,10
Austria,1963,305,Democracy,10
Austria,1964,305,Democracy,10
Austria,1965,305,Democracy,10
Austria,1966,305,Democracy,10
Austria,1967,305,Democracy,10
Austria,1968,305,Democracy,10
Austria,1969,305,Democracy,10
Austria,1970,305,Democracy,10
Austria,1971,305,Democracy,10
Austria,1972,305,Democracy,10
Austria,1973,305,Democracy,10
Austria,1974,305,Democracy,10
Austria,1975,305,Democracy,10
Austria,1976,305,Democracy,10
Austria,1977,305,Democracy,10
Austria,1978,305,Democracy,10
Austria,1979,305,Democracy,10
Austria,1980,305,Democracy,10
Austria,1981,305,Democracy,10
Austria,1982,305,Democracy,10
Austria,1983,305,Democracy,10
Austria,1984,305,Democracy,10
Austria,1985,305,Democracy,10
Austria,1986,305,Democracy,10
Austria,1987,305,Democracy,10
Austria,1988,305,Democracy,10
Austria,1989,305,Democracy,10
Austria,1990,305,Democracy,10
Austria,1991,305,Democracy,10
Austria,1992,305,Democracy,10
Austria,1993,305,Democracy,10
Austria,1994,305,Democracy,10
Austria,1995,305,Democracy,10
Austria,1996,305,Democracy,10
Austria,1997,305,Democracy,10
Austria,1998,305,Democracy,10
Austria,1999,305,Democracy,10
Austria,2000,305,Democracy,10
Austria,2001,305,Democracy,10
Austria,2002,305,Democracy,10
Austria,2003,305,Democracy,10
Austria,2004,305,Democracy,10
Austria,2005,305,Democracy,10
Austria,2006,305,Democracy,10
Austria,2007,305,Democracy,10
Austria,2008,305,Democracy,10
Azerbaijan,1991,373,Autocracy,-3
Azerbaijan,1992,373,Autocracy,1
Azerbaijan,1993,373,Autocracy,-3
Azerbaijan,1994,373,Autocracy,-3
Azerbaijan,1995,373,Autocracy,-6
Azerbaijan,1996,373,Autocracy,-6
Azerbaijan,1997,373,Autocracy,-6
Azerbaijan,1998,373,Autocracy,-7
Azerbaijan,1999,373,Autocracy,-7
Azerbaijan,2000,373,Autocracy,-7
Azerbaijan,2001,373,Autocracy,-7
Azerbaijan,2002,373,Autocracy,-7
Azerbaijan,2003,373,Autocracy,-7
Azerbaijan,2004,373,Autocracy,-7
Azerbaijan,2005,373,Autocracy,-7
Azerbaijan,2006,373,Autocracy,-7
Azerbaijan,2007,373,Autocracy,-7
Azerbaijan,2008,373,Autocracy,-7
Bahrain,1971,692,Autocracy,-10
Bahrain,1972,692,Autocracy,-10
Bahrain,1973,692,Autocracy,-7
Bahrain,1974,692,Autocracy,-7
Bahrain,1975,692,Autocracy,-10
Bahrain,1976,692,Autocracy,-10
Bahrain,1977,692,Autocracy,-10
Bahrain,1978,692,Autocracy,-10
Bahrain,1979,692,Autocracy,-10
Bahrain,1980,692,Autocracy,-10
Bahrain,1981,692,Autocracy,-10
Bahrain,1982,692,Autocracy,-10
Bahrain,1983,692,Autocracy,-10
Bahrain,1984,692,Autocracy,-10
Bahrain,1985,692,Autocracy,-10
Bahrain,1986,692,Autocracy,-10
Bahrain,1987,692,Autocracy,-10
Bahrain,1988,692,Autocracy,-10
Bahrain,1989,692,Autocracy,-10
Bahrain,1990,692,Autocracy,-10
Bahrain,1991,692,Autocracy,-10
Bahrain,1992,692,Autocracy,-10
Bahrain,1993,692,Autocracy,-9
Bahrain,1994,692,Autocracy,-9
Bahrain,1995,692,Autocracy,-9
Bahrain,1996,692,Autocracy,-9
Bahrain,1997,692,Autocracy,-9
Bahrain,1998,692,Autocracy,-9
Bahrain,1999,692,Autocracy,-9
Bahrain,2000,692,Autocracy,-9
Bahrain,2001,692,Autocracy,-8
Bahrain,2002,692,Autocracy,-7
Bahrain,2003,692,Autocracy,-7
Bahrain,2004,692,Autocracy,-7
Bahrain,2005,692,Autocracy,-7
Bahrain,2006,692,Autocracy,-7
Bahrain,2007,692,Autocracy,-7
Bahrain,2008,692,Autocracy,-7
Bangladesh,1972,771,Autocracy,8
Bangladesh,1973,771,Autocracy,8
Bangladesh,1974,771,Autocracy,-2
Bangladesh,1975,771,Autocracy,-7
Bangladesh,1976,771,Autocracy,-7
Bangladesh,1977,771,Autocracy,-7
Bangladesh,1978,771,Autocracy,-4
Bangladesh,1979,771,Autocracy,-4
Bangladesh,1980,771,Autocracy,-4
Bangladesh,1981,771,Autocracy,-4
Bangladesh,1982,771,Autocracy,-7
Bangladesh,1983,771,Autocracy,-7
Bangladesh,1984,771,Autocracy,-7
Bangladesh,1985,771,Autocracy,-7
Bangladesh,1986,771,Democracy,-5
Bangladesh,1987,771,Democracy,-5
Bangladesh,1988,771,Democracy,-5
Bangladesh,1989,771,Democracy,-5
Bangladesh,1990,771,Democracy,-5
Bangladesh,1991,771,Democracy,6
Bangladesh,1992,771,Democracy,6
Bangladesh,1993,771,Democracy,6
Bangladesh,1994,771,Democracy,6
Bangladesh,1995,771,Democracy,6
Bangladesh,1996,771,Democracy,6
Bangladesh,1997,771,Democracy,6
Bangladesh,1998,771,Democracy,6
Bangladesh,1999,771,Democracy,6
Bangladesh,2000,771,Democracy,6
Bangladesh,2001,771,Democracy,6
Bangladesh,2002,771,Democracy,6
Bangladesh,2003,771,Democracy,6
Bangladesh,2004,771,Democracy,6
Bangladesh,2005,771,Democracy,6
Bangladesh,2006,771,Democracy,6
Bangladesh,2007,771,Autocracy,-6
Bangladesh,2008,771,Autocracy,-6
Belarus,1991,370,Autocracy,7
Belarus,1992,370,Autocracy,7
Belarus,1993,370,Autocracy,7
Belarus,1994,370,Autocracy,7
Belarus,1995,370,Autocracy,0
Belarus,1996,370,Autocracy,-7
Belarus,1997,370,Autocracy,-7
Belarus,1998,370,Autocracy,-7
Belarus,1999,370,Autocracy,-7
Belarus,2000,370,Autocracy,-7
Belarus,2001,370,Autocracy,-7
Belarus,2002,370,Autocracy,-7
Belarus,2003,370,Autocracy,-7
Belarus,2004,370,Autocracy,-7
Belarus,2005,370,Autocracy,-7
Belarus,2006,370,Autocracy,-7
Belarus,2007,370,Autocracy,-7
Belarus,2008,370,Autocracy,-7
Belgium,1946,211,Democracy,10
Belgium,1947,211,Democracy,10
Belgium,1948,211,Democracy,10
Belgium,1949,211,Democracy,10
Belgium,1950,211,Democracy,10
Belgium,1951,211,Democracy,10
Belgium,1952,211,Democracy,10
Belgium,1953,211,Democracy,10
Belgium,1954,211,Democracy,10
Belgium,1955,211,Democracy,10
Belgium,1956,211,Democracy,10
Belgium,1957,211,Democracy,10
Belgium,1958,211,Democracy,10
Belgium,1959,211,Democracy,10
Belgium,1960,211,Democracy,10
Belgium,1961,211,Democracy,10
Belgium,1962,211,Democracy,10
Belgium,1963,211,Democracy,10
Belgium,1964,211,Democracy,10
Belgium,1965,211,Democracy,10
Belgium,1966,211,Democracy,10
Belgium,1967,211,Democracy,10
Belgium,1968,211,Democracy,10
Belgium,1969,211,Democracy,10
Belgium,1970,211,Democracy,10
Belgium,1971,211,Democracy,10
Belgium,1972,211,Democracy,10
Belgium,1973,211,Democracy,10
Belgium,1974,211,Democracy,10
Belgium,1975,211,Democracy,10
Belgium,1976,211,Democracy,10
Belgium,1977,211,Democracy,10
Belgium,1978,211,Democracy,10
Belgium,1979,211,Democracy,10
Belgium,1980,211,Democracy,10
Belgium,1981,211,Democracy,10
Belgium,1982,211,Democracy,10
Belgium,1983,211,Democracy,10
Belgium,1984,211,Democracy,10
Belgium,1985,211,Democracy,10
Belgium,1986,211,Democracy,10
Belgium,1987,211,Democracy,10
Belgium,1988,211,Democracy,10
Belgium,1989,211,Democracy,10
Belgium,1990,211,Democracy,10
Belgium,1991,211,Democracy,10
Belgium,1992,211,Democracy,10
Belgium,1993,211,Democracy,10
Belgium,1994,211,Democracy,10
Belgium,1995,211,Democracy,10
Belgium,1996,211,Democracy,10
Belgium,1997,211,Democracy,10
Belgium,1998,211,Democracy,10
Belgium,1999,211,Democracy,10
Belgium,2000,211,Democracy,10
Belgium,2001,211,Democracy,10
Belgium,2002,211,Democracy,10
Belgium,2003,211,Democracy,10
Belgium,2004,211,Democracy,10
Belgium,2005,211,Democracy,10
Belgium,2006,211,Democracy,10
Belgium,2007,211,Democracy,8
Belgium,2008,211,Democracy,8
Benin,1960,434,Autocracy,2
Benin,1961,434,Autocracy,2
Benin,1962,434,Autocracy,2
Benin,1965,434,Autocracy,-7
Benin,1966,434,Autocracy,-7
Benin,1967,434,Autocracy,-7
Benin,1968,434,Autocracy,-7
Benin,1969,434,Autocracy,-7
Benin,1970,434,Autocracy,-2
Benin,1971,434,Autocracy,-2
Benin,1972,434,Autocracy,-7
Benin,1973,434,Autocracy,-7
Benin,1974,434,Autocracy,-7
Benin,1975,434,Autocracy,-7
Benin,1976,434,Autocracy,-7
Benin,1977,434,Autocracy,-7
Benin,1978,434,Autocracy,-7
Benin,1979,434,Autocracy,-7
Benin,1980,434,Autocracy,-7
Benin,1981,434,Autocracy,-7
Benin,1982,434,Autocracy,-7
Benin,1983,434,Autocracy,-7
Benin,1984,434,Autocracy,-7
Benin,1985,434,Autocracy,-7
Benin,1986,434,Autocracy,-7
Benin,1987,434,Autocracy,-7
Benin,1988,434,Autocracy,-7
Benin,1989,434,Autocracy,-7
Benin,1991,434,Democracy,6
Benin,1992,434,Democracy,6
Benin,1993,434,Democracy,6
Benin,1994,434,Democracy,6
Benin,1995,434,Democracy,6
Benin,1996,434,Democracy,6
Benin,1997,434,Democracy,6
Benin,1998,434,Democracy,6
Benin,1999,434,Democracy,6
Benin,2000,434,Democracy,6
Benin,2001,434,Democracy,6
Benin,2002,434,Democracy,6
Benin,2003,434,Democracy,6
Benin,2004,434,Democracy,6
Benin,2005,434,Democracy,6
Benin,2006,434,Democracy,7
Benin,2007,434,Democracy,7
Benin,2008,434,Democracy,7
Bhutan,1946,760,Autocracy,-10
Bhutan,1947,760,Autocracy,-10
Bhutan,1948,760,Autocracy,-10
Bhutan,1949,760,Autocracy,-10
Bhutan,1950,760,Autocracy,-10
Bhutan,1951,760,Autocracy,-10
Bhutan,1952,760,Autocracy,-10
Bhutan,1953,760,Autocracy,-10
Bhutan,1954,760,Autocracy,-10
Bhutan,1955,760,Autocracy,-10
Bhutan,1956,760,Autocracy,-10
Bhutan,1957,760,Autocracy,-10
Bhutan,1958,760,Autocracy,-10
Bhutan,1959,760,Autocracy,-10
Bhutan,1960,760,Autocracy,-10
Bhutan,1961,760,Autocracy,-10
Bhutan,1962,760,Autocracy,-10
Bhutan,1963,760,Autocracy,-10
Bhutan,1964,760,Autocracy,-10
Bhutan,1965,760,Autocracy,-10
Bhutan,1966,760,Autocracy,-10
Bhutan,1967,760,Autocracy,-10
Bhutan,1968,760,Autocracy,-10
Bhutan,1969,760,Autocracy,-10
Bhutan,1970,760,Autocracy,-10
Bhutan,1971,760,Autocracy,-10
Bhutan,1972,760,Autocracy,-10
Bhutan,1973,760,Autocracy,-10
Bhutan,1974,760,Autocracy,-10
Bhutan,1975,760,Autocracy,-10
Bhutan,1976,760,Autocracy,-10
Bhutan,1977,760,Autocracy,-10
Bhutan,1978,760,Autocracy,-10
Bhutan,1979,760,Autocracy,-10
Bhutan,1980,760,Autocracy,-10
Bhutan,1981,760,Autocracy,-10
Bhutan,1982,760,Autocracy,-10
Bhutan,1983,760,Autocracy,-10
Bhutan,1984,760,Autocracy,-10
Bhutan,1985,760,Autocracy,-10
Bhutan,1986,760,Autocracy,-10
Bhutan,1987,760,Autocracy,-10
Bhutan,1988,760,Autocracy,-10
Bhutan,1989,760,Autocracy,-10
Bhutan,1990,760,Autocracy,-10
Bhutan,1991,760,Autocracy,-10
Bhutan,1992,760,Autocracy,-10
Bhutan,1993,760,Autocracy,-10
Bhutan,1994,760,Autocracy,-10
Bhutan,1995,760,Autocracy,-10
Bhutan,1996,760,Autocracy,-10
Bhutan,1997,760,Autocracy,-10
Bhutan,1998,760,Autocracy,-10
Bhutan,1999,760,Autocracy,-10
Bhutan,2000,760,Autocracy,-10
Bhutan,2001,760,Autocracy,-10
Bhutan,2002,760,Autocracy,-10
Bhutan,2003,760,Autocracy,-10
Bhutan,2004,760,Autocracy,-10
Bhutan,2005,760,Autocracy,-5
Bhutan,2006,760,Autocracy,-5
Bhutan,2007,760,Democracy,-5
Bhutan,2008,760,Democracy,3
Bolivia,1946,145,Autocracy,-5
Bolivia,1947,145,Autocracy,-5
Bolivia,1948,145,Autocracy,-5
Bolivia,1949,145,Autocracy,-5
Bolivia,1950,145,Autocracy,-5
Bolivia,1951,145,Autocracy,-5
Bolivia,1956,145,Autocracy,-3
Bolivia,1957,145,Autocracy,-3
Bolivia,1958,145,Autocracy,-3
Bolivia,1959,145,Autocracy,-3
Bolivia,1960,145,Autocracy,-3
Bolivia,1961,145,Autocracy,-3
Bolivia,1962,145,Autocracy,-3
Bolivia,1963,145,Autocracy,-3
Bolivia,1964,145,Autocracy,-4
Bolivia,1965,145,Autocracy,-4
Bolivia,1966,145,Autocracy,-4
Bolivia,1967,145,Autocracy,-4
Bolivia,1968,145,Autocracy,-4
Bolivia,1969,145,Autocracy,-4
Bolivia,1970,145,Autocracy,-5
Bolivia,1971,145,Autocracy,-7
Bolivia,1972,145,Autocracy,-7
Bolivia,1973,145,Autocracy,-7
Bolivia,1974,145,Autocracy,-7
Bolivia,1975,145,Autocracy,-7
Bolivia,1976,145,Autocracy,-7
Bolivia,1977,145,Autocracy,-7
Bolivia,1978,145,Autocracy,-4
Bolivia,1979,145,Democracy,-4
Bolivia,1980,145,Autocracy,-7
Bolivia,1981,145,Autocracy,-7
Bolivia,1982,145,Democracy,8
Bolivia,1983,145,Democracy,8
Bolivia,1984,145,Democracy,8
Bolivia,1985,145,Democracy,9
Bolivia,1986,145,Democracy,9
Bolivia,1987,145,Democracy,9
Bolivia,1988,145,Democracy,9
Bolivia,1989,145,Democracy,9
Bolivia,1990,145,Democracy,9
Bolivia,1991,145,Democracy,9
Bolivia,1992,145,Democracy,9
Bolivia,1993,145,Democracy,9
Bolivia,1994,145,Democracy,9
Bolivia,1995,145,Democracy,9
Bolivia,1996,145,Democracy,9
Bolivia,1997,145,Democracy,9
Bolivia,1998,145,Democracy,9
Bolivia,1999,145,Democracy,9
Bolivia,2000,145,Democracy,9
Bolivia,2001,145,Democracy,9
Bolivia,2002,145,Democracy,9
Bolivia,2003,145,Democracy,8
Bolivia,2004,145,Democracy,8
Bolivia,2005,145,Democracy,8
Bolivia,2006,145,Democracy,8
Bolivia,2007,145,Democracy,8
Bolivia,2008,145,Democracy,8
Botswana,1966,571,Autocracy,6
Botswana,1967,571,Autocracy,6
Botswana,1968,571,Autocracy,6
Botswana,1969,571,Autocracy,6
Botswana,1970,571,Autocracy,6
Botswana,1971,571,Autocracy,6
Botswana,1972,571,Autocracy,6
Botswana,1973,571,Autocracy,6
Botswana,1974,571,Autocracy,6
Botswana,1975,571,Autocracy,6
Botswana,1976,571,Autocracy,6
Botswana,1977,571,Autocracy,6
Botswana,1978,571,Autocracy,6
Botswana,1979,571,Autocracy,6
Botswana,1980,571,Autocracy,6
Botswana,1981,571,Autocracy,6
Botswana,1982,571,Autocracy,6
Botswana,1983,571,Autocracy,6
Botswana,1984,571,Autocracy,6
Botswana,1985,571,Autocracy,6
Botswana,1986,571,Autocracy,6
Botswana,1987,571,Autocracy,7
Botswana,1988,571,Autocracy,7
Botswana,1989,571,Autocracy,7
Botswana,1990,571,Autocracy,7
Botswana,1991,571,Autocracy,7
Botswana,1992,571,Autocracy,7
Botswana,1993,571,Autocracy,7
Botswana,1994,571,Autocracy,7
Botswana,1995,571,Autocracy,7
Botswana,1996,571,Autocracy,7
Botswana,1997,571,Autocracy,8
Botswana,1998,571,Autocracy,8
Botswana,1999,571,Autocracy,8
Botswana,2000,571,Autocracy,8
Botswana,2001,571,Autocracy,8
Botswana,2002,571,Autocracy,8
Botswana,2003,571,Autocracy,8
Botswana,2004,571,Autocracy,8
Botswana,2005,571,Autocracy,8
Botswana,2006,571,Autocracy,8
Botswana,2007,571,Autocracy,8
Botswana,2008,571,Autocracy,8
